"feature","featureImportance","class","IsIndSp","prevalence","comparison","source","data"
"Lethrinus obsoletus",18.007,"BAY",1,42.5,"BAY_LAG","terinter","pres/abs"
"Lethrinus olivaceus",0,"LAG",1,2.5,"BAY_LAG","terinter","pres/abs"
"Lethrinus rubrioperculatus",0,"LAG",0,2.5,"BAY_LAG","terinter","pres/abs"
"Lutjanus lutjanus",0,"BAY",1,2.5,"BAY_LAG","terinter","pres/abs"
"Lutjanus vitta",0.125,"BAY",1,7.5,"BAY_LAG","terinter","pres/abs"
"Nemipterus peronii",0,"LAG",0,87.5,"BAY_LAG","terinter","pres/abs"
"Oplopomus oplopomus",0,"LAG",0,5,"BAY_LAG","terinter","pres/abs"
"Oxycheilinus bimaculatus",0,"LAG",0,2.5,"BAY_LAG","terinter","pres/abs"
"Parapercis clathrata",0,"BAY",1,5,"BAY_LAG","terinter","pres/abs"
"Parapercis xanthozona",0,"BAY",1,2.5,"BAY_LAG","terinter","pres/abs"
"Parupeneus heptacanthus",0,"LAG",0,15,"BAY_LAG","terinter","pres/abs"
"Pentapodus caninus",0,"BAY",1,2.5,"BAY_LAG","terinter","pres/abs"
"Pentapodus nagasakiensis",12.333,"LAG",1,30,"BAY_LAG","terinter","pres/abs"
"Pristotis obtusirostris",0,"LAG",0,5,"BAY_LAG","terinter","pres/abs"
"Pseudalutarius nasicornis",0,"LAG",0,22.5,"BAY_LAG","terinter","pres/abs"
"Pseudocaranx dentex",0,"LAG",0,10,"BAY_LAG","terinter","pres/abs"
"Rhynchobatus Djiddensis",0,"BAY",1,2.5,"BAY_LAG","terinter","pres/abs"
"Scomberomorus commerson",0,"LAG",0,20,"BAY_LAG","terinter","pres/abs"
"Sphyrna mokarran",0,"LAG",0,2.5,"BAY_LAG","terinter","pres/abs"
"Synodus dermatogenys",0,"LAG",0,2.5,"BAY_LAG","terinter","pres/abs"
"Synodus variegatus",0,"LAG",0,35,"BAY_LAG","terinter","pres/abs"
"Taeniura meyeni",0,"LAG",0,2.5,"BAY_LAG","terinter","pres/abs"
"Thalassoma lunare",0,"BAY",1,2.5,"BAY_LAG","terinter","pres/abs"
"Upeneus moluccensis",0,"LAG",0,15,"BAY_LAG","terinter","pres/abs"
"Upeneus sundaicus",0,"LAG",0,17.5,"BAY_LAG","terinter","pres/abs"
"Upeneus tragula",0,"LAG",0,12.5,"BAY_LAG","terinter","pres/abs"
"Upeneus vittatus",0,"LAG",0,7.5,"BAY_LAG","terinter","pres/abs"
"Vanderhorstia ambanoro",0,"BAY",1,2.5,"BAY_LAG","terinter","pres/abs"
"Abalistes stellatus",0,"INSHORE",0,16.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Acanthurus blochii",0,"OFFSHORE",0,5,"INSHORE_OFFSHORE","terinter","pres/abs"
"Acanthurus mata",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Acanthurus nigricauda",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Acanthurus olivaceus",0,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Acanthurus xanthopterus",0,"OFFSHORE",0,5,"INSHORE_OFFSHORE","terinter","pres/abs"
"Acreichthys tomentosus",0,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Aetobatus narinari",0,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Amblyeleotris steinitzi",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Amblygobius phalaena",0,"OFFSHORE",0,10,"INSHORE_OFFSHORE","terinter","pres/abs"
"Amblygobius sphynx",0,"INSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Aprion virescens",0,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Arothron stellatus",0,"INSHORE",0,6.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Atule mate",6.781,"INSHORE",1,28.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Balistoides viridescens",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Bodianus loxozonus",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Bodianus perditio",0,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Caesio caerulaurea",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Canthigaster bennetti",0,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Canthigaster valentini",0,"OFFSHORE",0,5,"INSHORE_OFFSHORE","terinter","pres/abs"
"Carangoides dinema",0,"INSHORE",0,5,"INSHORE_OFFSHORE","terinter","pres/abs"
"Carangoides fulvoguttatus",0,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Carangoides plagiotaenia",0,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Caranx ignobilis",0,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Caranx papuensis",0,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Carcharhinus leucas",0,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Centropyge tibicen",0,"OFFSHORE",0,6.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Chaetodon auriga",0,"OFFSHORE",0,10,"INSHORE_OFFSHORE","terinter","pres/abs"
"Chaetodon ephippium",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Chaetodon kleinii",0,"OFFSHORE",0,8.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Chaetodon melannotus",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Chaetodon mertensii",0,"OFFSHORE",0,5,"INSHORE_OFFSHORE","terinter","pres/abs"
"Chaetodon plebeius",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Cheilinus chlorourus",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Cheilio inermis",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Cheilodipterus quinquelineatus",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Chlorurus sordidus",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Choerodon graphicus",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Chromis fumea",0,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Chromis viridis",0,"OFFSHORE",0,8.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Chrysiptera biocellata",0,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Coris batuensis",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Coris caudimacula",0,"INSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Coris dorsomacula",0,"OFFSHORE",0,10,"INSHORE_OFFSHORE","terinter","pres/abs"
"Ctenochaetus striatus",0,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Dascyllus aruanus",0,"OFFSHORE",0,11.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Dasyatis kuhlii",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Decapterus macarellus",0,"INSHORE",0,13.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Diagramma pictum",0,"OFFSHORE",0,8.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Echeneis naucrates",0,"INSHORE",0,18.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Elops hawaiensis",0,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Epinephelus areolatus",0,"INSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Epinephelus howlandi",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Epinephelus maculatus",0,"OFFSHORE",0,5,"INSHORE_OFFSHORE","terinter","pres/abs"
"Epinephelus malabaricus",0,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Epinephelus merra",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Galeocerdo cuvier",0,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Gnathanodon speciosus",0,"INSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Gymnocranius grandoculis",0,"OFFSHORE",0,6.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Halichoeres chrysus",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Halichoeres trimaculatus",31.014,"OFFSHORE",1,30,"INSHORE_OFFSHORE","terinter","pres/abs"
"Hemigymnus melapterus",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Heniochus acuminatus",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Himantura fai",0,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Labroides dimidiatus",0,"OFFSHORE",0,5,"INSHORE_OFFSHORE","terinter","pres/abs"
"Lagocephalus sceleratus",-1.25,"INSHORE",0,26.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Leiognathus fasciatus",0,"INSHORE",0,6.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Lethrinus atkinsoni",0,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Lethrinus genivittatus",0,"INSHORE",0,61.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Lethrinus obsoletus",9.347,"INSHORE",1,28.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Lethrinus olivaceus",0,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Lethrinus rubrioperculatus",10.033,"OFFSHORE",0,28.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Lethrinus variegatus",16.194,"OFFSHORE",0,25,"INSHORE_OFFSHORE","terinter","pres/abs"
"Lutjanus gibbus",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Lutjanus lutjanus",0,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Lutjanus vitta",0,"OFFSHORE",0,8.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Macropharyngodon negrosensis",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Mulloidichthys flavolineatus",0,"OFFSHORE",0,13.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Naso annulatus",0,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Naso brevirostris",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Nebrius ferrugineus",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Nemipterus peronii",16.603,"INSHORE",1,58.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Oplopomus oplopomus",0,"INSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Oxycheilinus bimaculatus",0.958,"OFFSHORE",0,26.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Oxycheilinus nigromarginatus",0,"OFFSHORE",0,8.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Oxycheilinus unifasciatus",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Parapercis australis",1.958,"OFFSHORE",0,23.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Parapercis clathrata",0,"INSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Parapercis hexophtalma",0,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Parapercis xanthozona",0,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Parupeneus barberinoides",3.133,"OFFSHORE",0,23.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Parupeneus barberinus",0,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Parupeneus cyclostomus",0,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Parupeneus heptacanthus",0,"INSHORE",0,15,"INSHORE_OFFSHORE","terinter","pres/abs"
"Parupeneus multifasciatus",0,"OFFSHORE",0,16.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Parupeneus pleurostigma",31.15,"OFFSHORE",1,28.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Parupeneus spilurus",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Pentapodus caninus",0,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Pentapodus nagasakiensis",0,"OFFSHORE",0,45,"INSHORE_OFFSHORE","terinter","pres/abs"
"Plagiotremus rhinorhynchos",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Plagiotremus tapeinosoma",0,"OFFSHORE",0,6.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Plectropomus leopardus",0,"OFFSHORE",0,5,"INSHORE_OFFSHORE","terinter","pres/abs"
"Pomacanthus imperator",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Pomacentrus coelestis",0,"OFFSHORE",0,11.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Pomacentrus moluccensis",0,"OFFSHORE",0,6.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Pomacentrus nagasakiensis",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Pristotis obtusirostris",0,"OFFSHORE",0,8.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Pseudalutarius nasicornis",0,"INSHORE",0,16.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Pseudanthias hypselosoma",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Pseudobalistes flavimarginatus",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Pseudobalistes fuscus",0,"OFFSHORE",0,10,"INSHORE_OFFSHORE","terinter","pres/abs"
"Pseudocaranx dentex",0,"INSHORE",0,6.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Pseudojuloides cerasinus",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Ptereleotris microlepis",0,"OFFSHORE",0,8.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Pterocaesio marri",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Pterocaesio trilineata",0,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Rhinecanthus aculeatus",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Rhynchobatus Djiddensis",0,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Scarus chameleon",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Scarus ghobban",0,"OFFSHORE",0,8.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Scarus longipinnis",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Scarus psittacus",0,"OFFSHORE",0,10,"INSHORE_OFFSHORE","terinter","pres/abs"
"Scarus schlegeli",0,"OFFSHORE",0,5,"INSHORE_OFFSHORE","terinter","pres/abs"
"Scolopsis lineata",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Scomberoides tol",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Scomberomorus commerson",0,"INSHORE",0,18.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Siganus doliatus",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Siganus punctatus",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Sphyrna mokarran",0,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Stegastes nigricans",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Stethojulis bandanensis",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Stethojulis interrupta",0,"OFFSHORE",0,13.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Stethojulis strigiventer",0,"OFFSHORE",0,5,"INSHORE_OFFSHORE","terinter","pres/abs"
"Sufflamen chrysopterum",0,"OFFSHORE",0,11.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Sufflamen fraenatum",0,"OFFSHORE",0,5,"INSHORE_OFFSHORE","terinter","pres/abs"
"Synodus dermatogenys",0,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Synodus variegatus",6.925,"INSHORE",1,23.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Taeniura meyeni",0,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Thalassoma lunare",0,"OFFSHORE",0,26.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Upeneus moluccensis",0,"INSHORE",0,10,"INSHORE_OFFSHORE","terinter","pres/abs"
"Upeneus sundaicus",0,"OFFSHORE",0,20,"INSHORE_OFFSHORE","terinter","pres/abs"
"Upeneus tragula",0,"INSHORE",0,8.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Upeneus vittatus",0,"INSHORE",0,5,"INSHORE_OFFSHORE","terinter","pres/abs"
"Valenciennea decora",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Valenciennea longipinnis",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Valenciennea puellaris",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Vanderhorstia ambanoro",0,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Zebrasoma velifer",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Abalistes stellatus",-1.75,"BAR",0,15,"BAR_BAY","terinter","maxN"
"Acanthurus blochii",2.25,"BAR",1,7.5,"BAR_BAY","terinter","maxN"
"Acanthurus mata",0,"BAR",1,2.5,"BAR_BAY","terinter","maxN"
"Acanthurus nigricauda",0,"BAR",1,2.5,"BAR_BAY","terinter","maxN"
"Acanthurus olivaceus",0.85,"BAR",1,5,"BAR_BAY","terinter","maxN"
"Acanthurus xanthopterus",2.35,"BAR",1,7.5,"BAR_BAY","terinter","maxN"
"Amblyeleotris steinitzi",0,"BAR",1,2.5,"BAR_BAY","terinter","maxN"
"Amblygobius phalaena",0.9,"BAR",1,15,"BAR_BAY","terinter","maxN"
"Aprion virescens",0,"BAR",1,2.5,"BAR_BAY","terinter","maxN"
"Atule mate",14.944,"BAY",1,30,"BAR_BAY","terinter","maxN"
"Balistoides viridescens",0,"BAR",1,2.5,"BAR_BAY","terinter","maxN"
"Bodianus loxozonus",0,"BAR",1,2.5,"BAR_BAY","terinter","maxN"
"Bodianus perditio",0,"BAR",1,5,"BAR_BAY","terinter","maxN"
"Caesio caerulaurea",0,"BAR",1,2.5,"BAR_BAY","terinter","maxN"
"Canthigaster bennetti",0,"BAY",0,2.5,"BAR_BAY","terinter","maxN"
"Canthigaster valentini",1.45,"BAR",1,7.5,"BAR_BAY","terinter","maxN"
"Carangoides dinema",0,"BAY",0,2.5,"BAR_BAY","terinter","maxN"
"Carangoides fulvoguttatus",0,"BAR",1,2.5,"BAR_BAY","terinter","maxN"
"Caranx ignobilis",0,"BAR",1,2.5,"BAR_BAY","terinter","maxN"
"Caranx papuensis",0,"BAY",0,2.5,"BAR_BAY","terinter","maxN"
"Centropyge tibicen",1.75,"BAR",1,10,"BAR_BAY","terinter","maxN"
"Chaetodon auriga",2.708,"BAR",1,15,"BAR_BAY","terinter","maxN"
"Chaetodon ephippium",0,"BAR",1,2.5,"BAR_BAY","terinter","maxN"
"Chaetodon kleinii",2.708,"BAR",1,12.5,"BAR_BAY","terinter","maxN"
"Chaetodon melannotus",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Chaetodon mertensii",1.75,"BAR",0,7.5,"BAR_BAY","terinter","maxN"
"Chaetodon plebeius",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Cheilinus chlorourus",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Cheilio inermis",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Cheilodipterus quinquelineatus",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Chlorurus sordidus",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Choerodon graphicus",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Chromis fumea",0,"BAR",0,5,"BAR_BAY","terinter","maxN"
"Chromis viridis",0,"BAR",0,12.5,"BAR_BAY","terinter","maxN"
"Chrysiptera biocellata",0,"BAR",0,5,"BAR_BAY","terinter","maxN"
"Coris batuensis",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Coris dorsomacula",0,"BAR",0,12.5,"BAR_BAY","terinter","maxN"
"Ctenochaetus striatus",0,"BAR",0,5,"BAR_BAY","terinter","maxN"
"Dascyllus aruanus",0,"BAR",0,17.5,"BAR_BAY","terinter","maxN"
"Dasyatis kuhlii",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Decapterus macarellus",2.25,"BAY",1,7.5,"BAR_BAY","terinter","maxN"
"Diagramma pictum",0,"BAR",0,10,"BAR_BAY","terinter","maxN"
"Echeneis naucrates",0,"BAY",0,20,"BAR_BAY","terinter","maxN"
"Elops hawaiensis",0,"BAY",0,2.5,"BAR_BAY","terinter","maxN"
"Epinephelus areolatus",0,"BAY",1,5,"BAR_BAY","terinter","maxN"
"Epinephelus howlandi",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Epinephelus maculatus",0,"BAR",0,7.5,"BAR_BAY","terinter","maxN"
"Epinephelus merra",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Gnathanodon speciosus",0,"BAY",0,5,"BAR_BAY","terinter","maxN"
"Gymnocranius grandoculis",0,"BAR",0,10,"BAR_BAY","terinter","maxN"
"Halichoeres chrysus",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Halichoeres trimaculatus",0,"BAR",0,45,"BAR_BAY","terinter","maxN"
"Hemigymnus melapterus",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Heniochus acuminatus",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Labroides dimidiatus",0,"BAR",0,7.5,"BAR_BAY","terinter","maxN"
"Lagocephalus sceleratus",0,"BAY",0,25,"BAR_BAY","terinter","maxN"
"Leiognathus fasciatus",0,"BAY",0,10,"BAR_BAY","terinter","maxN"
"Lethrinus atkinsoni",0,"BAR",0,5,"BAR_BAY","terinter","maxN"
"Lethrinus genivittatus",0,"BAR",0,50,"BAR_BAY","terinter","maxN"
"Lethrinus obsoletus",19.8,"BAY",1,32.5,"BAR_BAY","terinter","maxN"
"Lethrinus rubrioperculatus",0,"BAR",0,40,"BAR_BAY","terinter","maxN"
"Lethrinus variegatus",0,"BAR",0,37.5,"BAR_BAY","terinter","maxN"
"Lutjanus gibbus",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Lutjanus lutjanus",0,"BAY",0,2.5,"BAR_BAY","terinter","maxN"
"Lutjanus vitta",-0.5,"BAY",0,12.5,"BAR_BAY","terinter","maxN"
"Macropharyngodon negrosensis",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Mulloidichthys flavolineatus",0,"BAR",0,20,"BAR_BAY","terinter","maxN"
"Naso annulatus",0,"BAR",0,5,"BAR_BAY","terinter","maxN"
"Naso brevirostris",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Nebrius ferrugineus",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Nemipterus peronii",27.144,"BAY",1,42.5,"BAR_BAY","terinter","maxN"
"Oxycheilinus bimaculatus",0,"BAR",0,37.5,"BAR_BAY","terinter","maxN"
"Oxycheilinus nigromarginatus",0,"BAR",0,12.5,"BAR_BAY","terinter","maxN"
"Oxycheilinus unifasciatus",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Parapercis australis",0,"BAR",0,35,"BAR_BAY","terinter","maxN"
"Parapercis clathrata",0,"BAY",1,5,"BAR_BAY","terinter","maxN"
"Parapercis hexophtalma",0,"BAR",0,5,"BAR_BAY","terinter","maxN"
"Parapercis xanthozona",0,"BAY",0,2.5,"BAR_BAY","terinter","maxN"
"Parupeneus barberinoides",0,"BAR",0,35,"BAR_BAY","terinter","maxN"
"Parupeneus barberinus",0,"BAR",0,5,"BAR_BAY","terinter","maxN"
"Parupeneus cyclostomus",0,"BAR",0,5,"BAR_BAY","terinter","maxN"
"Parupeneus heptacanthus",0,"BAR",0,12.5,"BAR_BAY","terinter","maxN"
"Parupeneus multifasciatus",0,"BAR",0,25,"BAR_BAY","terinter","maxN"
"Parupeneus pleurostigma",0,"BAR",0,42.5,"BAR_BAY","terinter","maxN"
"Parupeneus spilurus",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Pentapodus caninus",0,"BAR",0,5,"BAR_BAY","terinter","maxN"
"Pentapodus nagasakiensis",0,"BAR",0,37.5,"BAR_BAY","terinter","maxN"
"Plagiotremus rhinorhynchos",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Plagiotremus tapeinosoma",0,"BAR",0,10,"BAR_BAY","terinter","maxN"
"Plectropomus leopardus",0,"BAR",0,7.5,"BAR_BAY","terinter","maxN"
"Pomacanthus imperator",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Pomacentrus coelestis",0,"BAR",0,17.5,"BAR_BAY","terinter","maxN"
"Pomacentrus moluccensis",0,"BAR",0,10,"BAR_BAY","terinter","maxN"
"Pomacentrus nagasakiensis",0,"BAR",0,2.5,"BAR_BAY","terinter","maxN"
"Pristotis obtusirostris",0,"BAR",0,7.5,"BAR_BAY","terinter","maxN"
